country,country_code,year,gdp_per_capita,gdp_growth,life_expectancy,mortality_under5
China,CHN,1970,287.360990977917,19.2999999967022,56.824,112.1
China,CHN,1971,299.312840926518,7.05999999853672,57.731,106.3
China,CHN,1972,303.174293759294,3.81000000021984,58.579,100.8
China,CHN,1973,319.325276730838,7.76000000084325,59.496,95.2
China,CHN,1974,320.021423931396,2.31000000294736,60.241,89.7
China,CHN,1975,341.835493900954,8.71999999747992,60.952,84.3
China,CHN,1976,331.302441675199,-1.57000000165326,61.225,79.1
China,CHN,1977,351.558278512051,7.57000000138403,62.458,74.2
China,CHN,1978,386.173258026462,11.3259779878892,63.102,69.8
China,CHN,1979,409.983402451709,7.59132468000007,63.704,65.9
China,CHN,1980,436.591787138212,7.83414501593799,64.243,62.6
China,CHN,1981,453.072706510383,5.11276109058952,64.778,59.9
China,CHN,1982,486.894420983869,9.05928417062999,65.249,57.7
China,CHN,1983,531.391311022454,10.7273706842105,65.728,56.1
China,CHN,1984,604.354027423819,15.2325609955089,66.148,54.9
China,CHN,1985,676.279975098168,13.435474366529,66.532,54.2
China,CHN,1986,725.829362656239,8.93506493506504,66.887,53.9
China,CHN,1987,797.34114295479,11.6282225655699,67.263,53.8
China,CHN,1988,872.659353617186,11.2225949825209,67.607,53.9
China,CHN,1989,895.53052635227,4.20633435547828,67.93,53.8
China,CHN,1990,917.270661782581,3.9416305983694,68.155,53.6
China,CHN,1991,989.548540519036,9.36170212784847,68.61,53.0
China,CHN,1992,1117.27329480169,14.2996108947926,69.059,52.1
China,CHN,1993,1258.34946089635,13.9290780143689,69.492,50.8
China,CHN,1994,1406.85845705008,13.0727091631599,69.835,49.2
China,CHN,1995,1545.19429404212,11.0328121562746,70.363,47.4
China,CHN,1996,1681.62743528935,9.97619992053447,70.823,45.5
China,CHN,1997,1819.09789302268,9.2876465280865,71.227,43.5
China,CHN,1998,1944.43719705771,7.92079207933551,71.601,41.4
China,CHN,1999,2076.81812919622,7.7370030581299,71.952,39.1
China,CHN,2000,2237.44298500334,8.58643201808462,72.288,36.6
China,CHN,2001,2405.89396743215,8.31263887091522,72.675,34.1
China,CHN,2002,2610.72960252379,9.24339326638321,73.034,31.4
China,CHN,2003,2857.0373538115,10.1181928640117,73.385,28.8
China,CHN,2004,3127.86276523632,10.1314073631003,73.727,26.3
China,CHN,2005,3465.81734409951,11.458238455067,74.085,24.0
China,CHN,2006,3883.35412942474,12.6746751655235,74.404,21.9
China,CHN,2007,4409.75700836878,14.1499854947127,74.789,20.1
China,CHN,2008,4811.47471804961,9.67024588602851,74.833,18.5
China,CHN,2009,5237.76666540352,9.40269972778044,75.317,17.1
China,CHN,2010,5764.86534987407,10.5962719761682,75.668,15.7
China,CHN,2011,6275.90956436258,9.4613358870736,75.889,14.6
China,CHN,2012,6723.19443752823,7.85617427055587,76.2,13.5
China,CHN,2013,7198.06876478162,7.77872409446717,76.452,12.5
China,CHN,2014,7686.57792954381,7.46190028229434,76.714,11.6
China,CHN,2015,8175.33285077393,6.97878002657477,76.975,10.7
China,CHN,2016,8679.37704460133,6.77555562837017,77.214,10.0
China,CHN,2017,9221.51403820573,6.8912663621211,77.235,9.3
China,CHN,2018,9798.6528523316,6.75671800166833,77.709,8.6
China,CHN,2019,10356.4804194995,6.06850235053705,77.94,8.0
China,CHN,2020,10573.6420059282,2.34018843078414,78.019,7.5
China,CHN,2021,11469.5707134928,8.57008513166322,78.117,7.0
China,CHN,2022,11830.5983703496,3.1341888719577,78.202,6.6
China,CHN,2023,12484.1578844175,5.41484330099675,77.953,6.1
United States,USA,1970,25108.3873891175,0.216606498194878,70.8073170731707,23.3
United States,USA,1971,25609.294432327,3.29272245005524,71.1073170731707,22.4
United States,USA,1972,26668.1690068193,5.25550195781351,71.1560975609756,21.5
United States,USA,1973,27906.1356426005,5.64567976314829,71.3560975609756,20.6
United States,USA,1974,27502.8548958664,-0.540550192633191,71.9560975609756,19.7
United States,USA,1975,27177.0167648036,-0.205619191121627,72.6048780487805,18.8
United States,USA,1976,28370.4569990061,5.38803391770217,72.8560975609756,17.9
United States,USA,1977,29385.3192596356,4.62418650601657,73.2560975609756,17.1
United States,USA,1978,30684.9987747049,5.53520648243719,73.3560975609756,16.3
United States,USA,1979,31309.0493216525,3.16598821816159,73.8048780487805,15.6
United States,USA,1980,30930.4214515341,-0.256775731395592,73.609756097561,15.0
United States,USA,1981,31405.6062642433,2.53770126828974,74.009756097561,14.4
United States,USA,1982,30546.7587475276,-1.80301378934359,74.3609756097561,13.9
United States,USA,1983,31656.1736604625,4.58379098362749,74.4634146341463,13.4
United States,USA,1984,33654.3079300258,7.23645316474058,74.5634146341464,13.0
United States,USA,1985,34748.2668742364,4.16957534699196,74.5634146341464,12.7
United States,USA,1986,35620.759359254,3.46265505694664,74.6146341463415,12.4
United States,USA,1987,36523.4044857245,3.45462966856461,74.7658536585366,12.1
United States,USA,1988,37705.0600397471,4.1769823865164,74.7658536585366,11.9
United States,USA,1989,38722.252151711,3.67223784383981,75.0170731707317,11.6
United States,USA,1990,39009.3725082423,1.88596558187626,75.2146341463415,11.2
United States,USA,1991,38449.8815276871,-0.108312882368935,75.3658536585366,10.9
United States,USA,1992,39256.0481325055,3.52249717301392,75.6170731707317,10.5
United States,USA,1993,39807.8795034206,2.75179586709815,75.419512195122,10.1
United States,USA,1994,40907.0184352707,4.02902272983438,75.619512195122,9.8
United States,USA,1995,41507.9135604158,2.6844307317787,75.6219512195122,9.5
United States,USA,1996,42575.6896936773,3.77277269119453,76.0268292682927,9.2
United States,USA,1997,43936.9050018073,4.44712793566428,76.4292682926829,8.9
United States,USA,1998,45374.6215189233,4.48313335374613,76.5804878048781,8.7
United States,USA,1999,47004.469017723,4.78842504725272,76.5829268292683,8.6
United States,USA,2000,48379.7551705781,4.07758575682804,76.6365853658537,8.4
United States,USA,2001,48361.0167607073,0.955538348341605,76.8365853658537,8.3
United States,USA,2002,48729.1586442625,1.70044732643726,76.9365853658537,8.2
United States,USA,2003,49662.7520549839,2.79560596320081,77.0365853658537,8.1
United States,USA,2004,51098.5573007417,3.84777169556921,77.4878048780488,8.1
United States,USA,2005,52393.4513113092,3.48354993555606,77.4878048780488,8.0
United States,USA,2006,53335.5896950225,2.78453963650701,77.6878048780488,7.9
United States,USA,2007,53889.3964951775,2.00385829784946,77.9878048780488,7.7
United States,USA,2008,53442.7136899777,0.113587249881704,78.0390243902439,7.6
United States,USA,2009,51611.3217087719,-2.57650022958367,78.390243902439,7.5
United States,USA,2010,52555.7695134023,2.69519257744442,78.5414634146342,7.3
United States,USA,2011,52956.6630340962,1.56440685763506,78.6414634146341,7.2
United States,USA,2012,53738.1476714593,2.28911338669843,78.7414634146342,7.0
United States,USA,2013,54462.6252412407,2.11783009790057,78.7414634146342,6.9
United States,USA,2014,55394.4510435329,2.52381981363968,78.8414634146341,6.8
United States,USA,2015,56572.9188996063,2.94555045484053,78.690243902439,6.8
United States,USA,2016,57151.4708448372,1.81945147788167,78.5390243902439,6.7
United States,USA,2017,58151.7021391854,2.45762229852507,78.5390243902439,6.6
United States,USA,2018,59526.665698712,2.96650506901305,78.6390243902439,6.5
